Atrium Cafe,8:32:38 AM,Monday
Atrium Cafe,8:32:38 AM,Monday
Atrium Cafe,8:38:05 AM,Monday
Atrium Cafe,8:38:05 AM,Monday
Atrium Cafe,8:46:27 AM,Monday
Atrium Cafe,8:52:56 AM,Monday
Atrium Cafe,8:54:04 AM,Monday
Atrium Cafe,8:54:04 AM,Monday
Atrium Cafe,8:54:38 AM,Monday
Atrium Cafe,8:54:56 AM,Monday
Atrium Cafe,8:55:52 AM,Monday
Atrium Cafe,8:58:35 AM,Monday
Atrium Cafe,8:59:40 AM,Monday
Atrium Cafe,9:36:48 AM,Monday
Atrium Cafe,9:47:47 AM,Monday
Atrium Cafe,9:51:23 AM,Monday
Atrium Cafe,9:54:58 AM,Monday
Atrium Cafe,9:55:46 AM,Monday
Atrium Cafe,9:56:50 AM,Monday
Atrium Cafe,10:09:12 AM,Monday
Atrium Cafe,10:09:12 AM,Monday
Atrium Cafe,10:09:35 AM,Monday
Atrium Cafe,10:09:35 AM,Monday
Atrium Cafe,10:27:19 AM,Monday
Atrium Cafe,10:27:19 AM,Monday
Atrium Cafe,10:32:17 AM,Monday
Atrium Cafe,10:37:06 AM,Monday
Atrium Cafe,10:40:25 AM,Monday
Atrium Cafe,10:48:40 AM,Monday
Atrium Cafe,10:49:11 AM,Monday
Atrium Cafe,10:50:16 AM,Monday
Atrium Cafe,10:54:42 AM,Monday
Atrium Cafe,10:55:24 AM,Monday
Atrium Cafe,10:58:21 AM,Monday
Atrium Cafe,10:59:12 AM,Monday
Atrium Cafe,11:02:11 AM,Monday
Atrium Cafe,11:02:11 AM,Monday
Atrium Cafe,11:03:49 AM,Monday
Atrium Cafe,11:12:03 AM,Monday
Atrium Cafe,11:49:04 AM,Monday
Atrium Cafe,11:54:57 AM,Monday
Atrium Cafe,12:03:57 PM,Monday
Atrium Cafe,12:13:39 PM,Monday
Atrium Cafe,12:20:21 PM,Monday
Atrium Cafe,12:24:31 PM,Monday
Atrium Cafe,12:26:30 PM,Monday
Atrium Cafe,12:26:56 PM,Monday
Atrium Cafe,12:26:56 PM,Monday
Atrium Cafe,12:27:42 PM,Monday
Atrium Cafe,12:32:38 PM,Monday
Atrium Cafe,12:32:38 PM,Monday
Atrium Cafe,12:42:40 PM,Monday
Atrium Cafe,12:49:50 PM,Monday
Atrium Cafe,12:49:50 PM,Monday
Atrium Cafe,1:17:10 PM,Monday
Atrium Cafe,1:17:10 PM,Monday
Atrium Cafe,1:20:32 PM,Monday
Atrium Cafe,1:24:37 PM,Monday
Atrium Cafe,1:25:48 PM,Monday
Atrium Cafe,1:30:43 PM,Monday
Atrium Cafe,1:44:27 PM,Monday
Atrium Cafe,1:55:44 PM,Monday
Atrium Cafe,2:17:40 PM,Monday
Atrium Cafe,2:19:37 PM,Monday
Atrium Cafe,2:35:43 PM,Monday
Atrium Cafe,2:56:24 PM,Monday
Atrium Cafe,2:59:36 PM,Monday
Atrium Cafe,2:59:45 PM,Monday
Atrium Cafe,2:59:59 PM,Monday
Atrium Cafe,3:00:19 PM,Monday
Atrium Cafe,3:24:20 PM,Monday
Atrium Cafe,3:35:57 PM,Monday
Atrium Cafe,3:37:54 PM,Monday
Atrium Cafe,3:37:54 PM,Monday
Atrium Cafe,4:01:28 PM,Monday
Atrium Cafe,8:05:58 AM,Tuesday
Atrium Cafe,8:05:58 AM,Tuesday
Atrium Cafe,8:13:48 AM,Tuesday
Atrium Cafe,8:13:48 AM,Tuesday
Atrium Cafe,8:36:22 AM,Tuesday
Atrium Cafe,8:40:11 AM,Tuesday
Atrium Cafe,8:49:36 AM,Tuesday
Atrium Cafe,8:49:36 AM,Tuesday
Atrium Cafe,9:03:02 AM,Tuesday
Atrium Cafe,9:03:02 AM,Tuesday
Atrium Cafe,9:44:47 AM,Tuesday
Atrium Cafe,9:47:00 AM,Tuesday
Atrium Cafe,9:54:21 AM,Tuesday
Atrium Cafe,9:54:21 AM,Tuesday
Atrium Cafe,9:58:24 AM,Tuesday
Atrium Cafe,9:58:42 AM,Tuesday
Atrium Cafe,9:59:39 AM,Tuesday
Atrium Cafe,10:11:38 AM,Tuesday
Atrium Cafe,10:11:38 AM,Tuesday
Atrium Cafe,10:30:07 AM,Tuesday
Atrium Cafe,10:31:10 AM,Tuesday
Atrium Cafe,10:33:19 AM,Tuesday
Atrium Cafe,10:38:30 AM,Tuesday
Atrium Cafe,10:51:37 AM,Tuesday
Atrium Cafe,10:55:48 AM,Tuesday
Atrium Cafe,10:55:48 AM,Tuesday
Atrium Cafe,10:56:03 AM,Tuesday
Atrium Cafe,10:56:40 AM,Tuesday
Atrium Cafe,10:58:19 AM,Tuesday
Atrium Cafe,11:02:05 AM,Tuesday
Atrium Cafe,11:11:25 AM,Tuesday
Atrium Cafe,11:28:45 AM,Tuesday
Atrium Cafe,11:37:57 AM,Tuesday
Atrium Cafe,11:38:11 AM,Tuesday
Atrium Cafe,11:42:43 AM,Tuesday
Atrium Cafe,11:45:52 AM,Tuesday
Atrium Cafe,11:45:52 AM,Tuesday
Atrium Cafe,11:53:41 AM,Tuesday
Atrium Cafe,11:54:13 AM,Tuesday
Atrium Cafe,11:59:07 AM,Tuesday
Atrium Cafe,12:06:55 PM,Tuesday
Atrium Cafe,12:09:55 PM,Tuesday
Atrium Cafe,12:29:08 PM,Tuesday
Atrium Cafe,12:45:14 PM,Tuesday
Atrium Cafe,12:55:52 PM,Tuesday
Atrium Cafe,12:56:24 PM,Tuesday
Atrium Cafe,12:57:47 PM,Tuesday
Atrium Cafe,1:06:52 PM,Tuesday
Atrium Cafe,1:10:50 PM,Tuesday
Atrium Cafe,1:23:20 PM,Tuesday
Atrium Cafe,1:25:05 PM,Tuesday
Atrium Cafe,1:28:35 PM,Tuesday
Atrium Cafe,1:29:32 PM,Tuesday
Atrium Cafe,1:39:43 PM,Tuesday
Atrium Cafe,1:50:00 PM,Tuesday
Atrium Cafe,1:50:13 PM,Tuesday
Atrium Cafe,2:01:51 PM,Tuesday
Atrium Cafe,2:14:10 PM,Tuesday
Atrium Cafe,2:34:18 PM,Tuesday
Atrium Cafe,2:36:59 PM,Tuesday
Atrium Cafe,2:43:33 PM,Tuesday
Atrium Cafe,2:48:51 PM,Tuesday
Atrium Cafe,2:51:58 PM,Tuesday
Atrium Cafe,2:52:38 PM,Tuesday
Atrium Cafe,2:58:59 PM,Tuesday
Atrium Cafe,3:01:16 PM,Tuesday
Atrium Cafe,3:10:04 PM,Tuesday
Atrium Cafe,3:17:50 PM,Tuesday
Atrium Cafe,3:21:26 PM,Tuesday
Atrium Cafe,3:50:18 PM,Tuesday
Atrium Cafe,3:51:45 PM,Tuesday
Atrium Cafe,8:30:02 AM,Wednesday
Atrium Cafe,8:54:32 AM,Wednesday
Atrium Cafe,8:58:35 AM,Wednesday
Atrium Cafe,9:02:31 AM,Wednesday
Atrium Cafe,9:09:28 AM,Wednesday
Atrium Cafe,9:26:04 AM,Wednesday
Atrium Cafe,9:35:45 AM,Wednesday
Atrium Cafe,9:35:45 AM,Wednesday
Atrium Cafe,9:43:42 AM,Wednesday
Atrium Cafe,9:43:42 AM,Wednesday
Atrium Cafe,9:45:40 AM,Wednesday
Atrium Cafe,9:58:15 AM,Wednesday
Atrium Cafe,9:58:49 AM,Wednesday
Atrium Cafe,9:58:49 AM,Wednesday
Atrium Cafe,9:59:29 AM,Wednesday
Atrium Cafe,9:59:45 AM,Wednesday
Atrium Cafe,10:06:09 AM,Wednesday
Atrium Cafe,10:09:24 AM,Wednesday
Atrium Cafe,10:10:35 AM,Wednesday
Atrium Cafe,10:40:46 AM,Wednesday
Atrium Cafe,10:43:44 AM,Wednesday
Atrium Cafe,10:45:59 AM,Wednesday
Atrium Cafe,10:49:29 AM,Wednesday
Atrium Cafe,10:51:16 AM,Wednesday
Atrium Cafe,10:51:55 AM,Wednesday
Atrium Cafe,10:52:09 AM,Wednesday
Atrium Cafe,10:56:25 AM,Wednesday
Atrium Cafe,10:57:33 AM,Wednesday
Atrium Cafe,11:00:09 AM,Wednesday
Atrium Cafe,11:00:09 AM,Wednesday
Atrium Cafe,11:02:56 AM,Wednesday
Atrium Cafe,11:05:53 AM,Wednesday
Atrium Cafe,11:07:41 AM,Wednesday
Atrium Cafe,11:08:07 AM,Wednesday
Atrium Cafe,11:43:36 AM,Wednesday
Atrium Cafe,11:43:36 AM,Wednesday
Atrium Cafe,11:44:27 AM,Wednesday
Atrium Cafe,11:51:12 AM,Wednesday
Atrium Cafe,12:12:44 PM,Wednesday
Atrium Cafe,12:13:01 PM,Wednesday
Atrium Cafe,12:17:45 PM,Wednesday
Atrium Cafe,12:20:42 PM,Wednesday
Atrium Cafe,12:26:07 PM,Wednesday
Atrium Cafe,12:26:41 PM,Wednesday
Atrium Cafe,12:26:41 PM,Wednesday
Atrium Cafe,12:27:06 PM,Wednesday
Atrium Cafe,12:28:37 PM,Wednesday
Atrium Cafe,12:31:02 PM,Wednesday
Atrium Cafe,12:37:12 PM,Wednesday
Atrium Cafe,12:37:32 PM,Wednesday
Atrium Cafe,12:38:58 PM,Wednesday
Atrium Cafe,12:42:43 PM,Wednesday
Atrium Cafe,12:42:43 PM,Wednesday
Atrium Cafe,12:54:55 PM,Wednesday
Atrium Cafe,12:54:55 PM,Wednesday
Atrium Cafe,12:58:39 PM,Wednesday
Atrium Cafe,1:01:11 PM,Wednesday
Atrium Cafe,1:01:11 PM,Wednesday
Atrium Cafe,1:09:22 PM,Wednesday
Atrium Cafe,1:09:39 PM,Wednesday
Atrium Cafe,1:10:11 PM,Wednesday
Atrium Cafe,1:17:39 PM,Wednesday
Atrium Cafe,1:17:39 PM,Wednesday
Atrium Cafe,1:19:44 PM,Wednesday
Atrium Cafe,1:21:36 PM,Wednesday
Atrium Cafe,1:21:55 PM,Wednesday
Atrium Cafe,1:30:34 PM,Wednesday
Atrium Cafe,1:55:36 PM,Wednesday
Atrium Cafe,2:03:20 PM,Wednesday
Atrium Cafe,2:03:59 PM,Wednesday
Atrium Cafe,2:03:59 PM,Wednesday
Atrium Cafe,2:12:55 PM,Wednesday
Atrium Cafe,2:13:55 PM,Wednesday
Atrium Cafe,2:19:50 PM,Wednesday
Atrium Cafe,2:20:39 PM,Wednesday
Atrium Cafe,2:20:51 PM,Wednesday
Atrium Cafe,2:23:00 PM,Wednesday
Atrium Cafe,2:24:40 PM,Wednesday
Atrium Cafe,8:28:11 AM,Thursday
Atrium Cafe,8:30:47 AM,Thursday
Atrium Cafe,8:30:47 AM,Thursday
Atrium Cafe,8:32:32 AM,Thursday
Atrium Cafe,8:32:32 AM,Thursday
Atrium Cafe,8:48:24 AM,Thursday
Atrium Cafe,8:55:19 AM,Thursday
Atrium Cafe,8:57:37 AM,Thursday
Atrium Cafe,8:57:37 AM,Thursday
Atrium Cafe,9:04:01 AM,Thursday
Atrium Cafe,9:04:01 AM,Thursday
Atrium Cafe,9:08:17 AM,Thursday
Atrium Cafe,9:24:37 AM,Thursday
Atrium Cafe,9:33:46 AM,Thursday
Atrium Cafe,9:38:18 AM,Thursday
Atrium Cafe,9:43:31 AM,Thursday
Atrium Cafe,9:44:12 AM,Thursday
Atrium Cafe,9:50:47 AM,Thursday
Atrium Cafe,9:55:23 AM,Thursday
Atrium Cafe,9:56:13 AM,Thursday
Atrium Cafe,9:57:33 AM,Thursday
Atrium Cafe,9:58:32 AM,Thursday
Atrium Cafe,10:00:30 AM,Thursday
Atrium Cafe,10:00:30 AM,Thursday
Atrium Cafe,10:02:41 AM,Thursday
Atrium Cafe,10:02:41 AM,Thursday
Atrium Cafe,10:03:13 AM,Thursday
Atrium Cafe,10:04:25 AM,Thursday
Atrium Cafe,10:21:59 AM,Thursday
Atrium Cafe,10:30:16 AM,Thursday
Atrium Cafe,10:32:44 AM,Thursday
Atrium Cafe,10:42:03 AM,Thursday
Atrium Cafe,10:48:20 AM,Thursday
Atrium Cafe,10:53:19 AM,Thursday
Atrium Cafe,10:53:29 AM,Thursday
Atrium Cafe,10:54:48 AM,Thursday
Atrium Cafe,10:56:08 AM,Thursday
Atrium Cafe,10:58:16 AM,Thursday
Atrium Cafe,10:58:24 AM,Thursday
